RoundNumber,Country,Location,OfficialEventName,EventDate,EventName,EventFormat,Session1,Session1Date,Session1DateUtc,Session2,Session2Date,Session2DateUtc,Session3,Session3Date,Session3DateUtc,Session4,Session4Date,Session4DateUtc,Session5,Session5Date,Session5DateUtc,F1ApiSupport
14,Korea,Yeongam County,,2013-10-06 06:00:00,Korean Grand Prix,conventional,Practice 1,,2013-10-04 00:00:00,Practice 2,,2013-10-04 00:00:00,Practice 3,,2013-10-05 00:00:00,Qualifying,,2013-10-05 00:00:00,Race,,2013-10-06 06:00:00,False
15,Japan,Suzuka,,2013-10-13 06:00:00,Japanese Grand Prix,conventional,Practice 1,,2013-10-11 00:00:00,Practice 2,,2013-10-11 00:00:00,Practice 3,,2013-10-12 00:00:00,Qualifying,,2013-10-12 00:00:00,Race,,2013-10-13 06:00:00,False
16,India,Uttar Pradesh,,2013-10-27 09:30:00,Indian Grand Prix,conventional,Practice 1,,2013-10-25 00:00:00,Practice 2,,2013-10-25 00:00:00,Practice 3,,2013-10-26 00:00:00,Qualifying,,2013-10-26 00:00:00,Race,,2013-10-27 09:30:00,False
17,UAE,Abu Dhabi,,2013-11-03 13:00:00,Abu Dhabi Grand Prix,conventional,Practice 1,,2013-11-01 00:00:00,Practice 2,,2013-11-01 00:00:00,Practice 3,,2013-11-02 00:00:00,Qualifying,,2013-11-02 00:00:00,Race,,2013-11-03 13:00:00,False
18,USA,Austin,,2013-11-17 19:00:00,United States Grand Prix,conventional,Practice 1,,2013-11-15 00:00:00,Practice 2,,2013-11-15 00:00:00,Practice 3,,2013-11-16 00:00:00,Qualifying,,2013-11-16 00:00:00,Race,,2013-11-17 19:00:00,False
19,Brazil,São Paulo,,2013-11-24 16:00:00,Brazilian Grand Prix,conventional,Practice 1,,2013-11-22 00:00:00,Practice 2,,2013-11-22 00:00:00,Practice 3,,2013-11-23 00:00:00,Qualifying,,2013-11-23 00:00:00,Race,,2013-11-24 16:00:00,False
1,Australia,Melbourne,,2014-03-16 06:00:00,Australian Grand Prix,conventional,Practice 1,,2014-03-14 00:00:00,Practice 2,,2014-03-14 00:00:00,Practice 3,,2014-03-15 00:00:00,Qualifying,,2014-03-15 00:00:00,Race,,2014-03-16 06:00:00,False
2,Malaysia,Kuala Lumpur,,2014-03-30 08:00:00,Malaysian Grand Prix,conventional,Practice 1,,2014-03-28 00:00:00,Practice 2,,2014-03-28 00:00:00,Practice 3,,2014-03-29 00:00:00,Qualifying,,2014-03-29 00:00:00,Race,,2014-03-30 08:00:00,False
3,Bahrain,Sakhir,,2014-04-06 15:00:00,Bahrain Grand Prix,conventional,Practice 1,,2014-04-04 00:00:00,Practice 2,,2014-04-04 00:00:00,Practice 3,,2014-04-05 00:00:00,Qualifying,,2014-04-05 00:00:00,Race,,2014-04-06 15:00:00,False
4,China,Shanghai,,2014-04-20 07:00:00,Chinese Grand Prix,conventional,Practice 1,,2014-04-18 00:00:00,Practice 2,,2014-04-18 00:00:00,Practice 3,,2014-04-19 00:00:00,Qualifying,,2014-04-19 00:00:00,Race,,2014-04-20 07:00:00,False
5,Spain,Montmeló,,2014-05-11 12:00:00,Spanish Grand Prix,conventional,Practice 1,,2014-05-09 00:00:00,Practice 2,,2014-05-09 00:00:00,Practice 3,,2014-05-10 00:00:00,Qualifying,,2014-05-10 00:00:00,Race,,2014-05-11 12:00:00,False
6,Monaco,Monte-Carlo,,2014-05-25 12:00:00,Monaco Grand Prix,conventional,Practice 1,,2014-05-23 00:00:00,Practice 2,,2014-05-23 00:00:00,Practice 3,,2014-05-24 00:00:00,Qualifying,,2014-05-24 00:00:00,Race,,2014-05-25 12:00:00,False
7,Canada,Montreal,,2014-06-08 18:00:00,Canadian Grand Prix,conventional,Practice 1,,2014-06-06 00:00:00,Practice 2,,2014-06-06 00:00:00,Practice 3,,2014-06-07 00:00:00,Qualifying,,2014-06-07 00:00:00,Race,,2014-06-08 18:00:00,False
8,Austria,Spielberg,,2014-06-22 12:00:00,Austrian Grand Prix,conventional,Practice 1,,2014-06-20 00:00:00,Practice 2,,2014-06-20 00:00:00,Practice 3,,2014-06-21 00:00:00,Qualifying,,2014-06-21 00:00:00,Race,,2014-06-22 12:00:00,False
9,UK,Silverstone,,2014-07-06 12:00:00,British Grand Prix,conventional,Practice 1,,2014-07-04 00:00:00,Practice 2,,2014-07-04 00:00:00,Practice 3,,2014-07-05 00:00:00,Qualifying,,2014-07-05 00:00:00,Race,,2014-07-06 12:00:00,False
10,Germany,Hockenheim,,2014-07-20 12:00:00,German Grand Prix,conventional,Practice 1,,2014-07-18 00:00:00,Practice 2,,2014-07-18 00:00:00,Practice 3,,2014-07-19 00:00:00,Qualifying,,2014-07-19 00:00:00,Race,,2014-07-20 12:00:00,False
11,Hungary,Budapest,,2014-07-27 12:00:00,Hungarian Grand Prix,conventional,Practice 1,,2014-07-25 00:00:00,Practice 2,,2014-07-25 00:00:00,Practice 3,,2014-07-26 00:00:00,Qualifying,,2014-07-26 00:00:00,Race,,2014-07-27 12:00:00,False
12,Belgium,Spa,,2014-08-24 12:00:00,Belgian Grand Prix,conventional,Practice 1,,2014-08-22 00:00:00,Practice 2,,2014-08-22 00:00:00,Practice 3,,2014-08-23 00:00:00,Qualifying,,2014-08-23 00:00:00,Race,,2014-08-24 12:00:00,False
13,Italy,Monza,,2014-09-07 12:00:00,Italian Grand Prix,conventional,Practice 1,,2014-09-05 00:00:00,Practice 2,,2014-09-05 00:00:00,Practice 3,,2014-09-06 00:00:00,Qualifying,,2014-09-06 00:00:00,Race,,2014-09-07 12:00:00,False
14,Singapore,Marina Bay,,2014-09-21 12:00:00,Singapore Grand Prix,conventional,Practice 1,,2014-09-19 00:00:00,Practice 2,,2014-09-19 00:00:00,Practice 3,,2014-09-20 00:00:00,Qualifying,,2014-09-20 00:00:00,Race,,2014-09-21 12:00:00,False
15,Japan,Suzuka,,2014-10-05 06:00:00,Japanese Grand Prix,conventional,Practice 1,,2014-10-03 00:00:00,Practice 2,,2014-10-03 00:00:00,Practice 3,,2014-10-04 00:00:00,Qualifying,,2014-10-04 00:00:00,Race,,2014-10-05 06:00:00,False
16,Russia,Sochi,,2014-10-12 11:00:00,Russian Grand Prix,conventional,Practice 1,,2014-10-10 00:00:00,Practice 2,,2014-10-10 00:00:00,Practice 3,,2014-10-11 00:00:00,Qualifying,,2014-10-11 00:00:00,Race,,2014-10-12 11:00:00,False
17,USA,Austin,,2014-11-02 20:00:00,United States Grand Prix,conventional,Practice 1,,2014-10-31 00:00:00,Practice 2,,2014-10-31 00:00:00,Practice 3,,2014-11-01 00:00:00,Qualifying,,2014-11-01 00:00:00,Race,,2014-11-02 20:00:00,False
18,Brazil,São Paulo,,2014-11-09 16:00:00,Brazilian Grand Prix,conventional,Practice 1,,2014-11-07 00:00:00,Practice 2,,2014-11-07 00:00:00,Practice 3,,2014-11-08 00:00:00,Qualifying,,2014-11-08 00:00:00,Race,,2014-11-09 16:00:00,False
19,UAE,Abu Dhabi,,2014-11-23 13:00:00,Abu Dhabi Grand Prix,conventional,Practice 1,,2014-11-21 00:00:00,Practice 2,,2014-11-21 00:00:00,Practice 3,,2014-11-22 00:00:00,Qualifying,,2014-11-22 00:00:00,Race,,2014-11-23 13:00:00,False
1,Australia,Melbourne,,2015-03-15 05:00:00,Australian Grand Prix,conventional,Practice 1,,2015-03-13 00:00:00,Practice 2,,2015-03-13 00:00:00,Practice 3,,2015-03-14 00:00:00,Qualifying,,2015-03-14 00:00:00,Race,,2015-03-15 05:00:00,False
2,Malaysia,Kuala Lumpur,,2015-03-29 07:00:00,Malaysian Grand Prix,conventional,Practice 1,,2015-03-27 00:00:00,Practice 2,,2015-03-27 00:00:00,Practice 3,,2015-03-28 00:00:00,Qualifying,,2015-03-28 00:00:00,Race,,2015-03-29 07:00:00,False
3,China,Shanghai,,2015-04-12 06:00:00,Chinese Grand Prix,conventional,Practice 1,,2015-04-10 00:00:00,Practice 2,,2015-04-10 00:00:00,Practice 3,,2015-04-11 00:00:00,Qualifying,,2015-04-11 00:00:00,Race,,2015-04-12 06:00:00,False
4,Bahrain,Sakhir,,2015-04-19 15:00:00,Bahrain Grand Prix,conventional,Practice 1,,2015-04-17 00:00:00,Practice 2,,2015-04-17 00:00:00,Practice 3,,2015-04-18 00:00:00,Qualifying,,2015-04-18 00:00:00,Race,,2015-04-19 15:00:00,False
5,Spain,Montmeló,,2015-05-10 12:00:00,Spanish Grand Prix,conventional,Practice 1,,2015-05-08 00:00:00,Practice 2,,2015-05-08 00:00:00,Practice 3,,2015-05-09 00:00:00,Qualifying,,2015-05-09 00:00:00,Race,,2015-05-10 12:00:00,False
6,Monaco,Monte-Carlo,,2015-05-24 12:00:00,Monaco Grand Prix,conventional,Practice 1,,2015-05-22 00:00:00,Practice 2,,2015-05-22 00:00:00,Practice 3,,2015-05-23 00:00:00,Qualifying,,2015-05-23 00:00:00,Race,,2015-05-24 12:00:00,False
7,Canada,Montreal,,2015-06-07 18:00:00,Canadian Grand Prix,conventional,Practice 1,,2015-06-05 00:00:00,Practice 2,,2015-06-05 00:00:00,Practice 3,,2015-06-06 00:00:00,Qualifying,,2015-06-06 00:00:00,Race,,2015-06-07 18:00:00,False
8,Austria,Spielberg,,2015-06-21 12:00:00,Austrian Grand Prix,conventional,Practice 1,,2015-06-19 00:00:00,Practice 2,,2015-06-19 00:00:00,Practice 3,,2015-06-20 00:00:00,Qualifying,,2015-06-20 00:00:00,Race,,2015-06-21 12:00:00,False
9,UK,Silverstone,,2015-07-05 12:00:00,British Grand Prix,conventional,Practice 1,,2015-07-03 00:00:00,Practice 2,,2015-07-03 00:00:00,Practice 3,,2015-07-04 00:00:00,Qualifying,,2015-07-04 00:00:00,Race,,2015-07-05 12:00:00,False
10,Hungary,Budapest,,2015-07-26 12:00:00,Hungarian Grand Prix,conventional,Practice 1,,2015-07-24 00:00:00,Practice 2,,2015-07-24 00:00:00,Practice 3,,2015-07-25 00:00:00,Qualifying,,2015-07-25 00:00:00,Race,,2015-07-26 12:00:00,False
11,Belgium,Spa,,2015-08-23 12:00:00,Belgian Grand Prix,conventional,Practice 1,,2015-08-21 00:00:00,Practice 2,,2015-08-21 00:00:00,Practice 3,,2015-08-22 00:00:00,Qualifying,,2015-08-22 00:00:00,Race,,2015-08-23 12:00:00,False
12,Italy,Monza,,2015-09-06 12:00:00,Italian Grand Prix,conventional,Practice 1,,2015-09-04 00:00:00,Practice 2,,2015-09-04 00:00:00,Practice 3,,2015-09-05 00:00:00,Qualifying,,2015-09-05 00:00:00,Race,,2015-09-06 12:00:00,False
13,Singapore,Marina Bay,,2015-09-20 12:00:00,Singapore Grand Prix,conventional,Practice 1,,2015-09-18 00:00:00,Practice 2,,2015-09-18 00:00:00,Practice 3,,2015-09-19 00:00:00,Qualifying,,2015-09-19 00:00:00,Race,,2015-09-20 12:00:00,False
14,Japan,Suzuka,,2015-09-27 05:00:00,Japanese Grand Prix,conventional,Practice 1,,2015-09-25 00:00:00,Practice 2,,2015-09-25 00:00:00,Practice 3,,2015-09-26 00:00:00,Qualifying,,2015-09-26 00:00:00,Race,,2015-09-27 05:00:00,False
15,Russia,Sochi,,2015-10-11 11:00:00,Russian Grand Prix,conventional,Practice 1,,2015-10-09 00:00:00,Practice 2,,2015-10-09 00:00:00,Practice 3,,2015-10-10 00:00:00,Qualifying,,2015-10-10 00:00:00,Race,,2015-10-11 11:00:00,False
16,USA,Austin,,2015-10-25 19:00:00,United States Grand Prix,conventional,Practice 1,,2015-10-23 00:00:00,Practice 2,,2015-10-23 00:00:00,Practice 3,,2015-10-24 00:00:00,Qualifying,,2015-10-24 00:00:00,Race,,2015-10-25 19:00:00,False
17,Mexico,Mexico City,,2015-11-01 19:00:00,Mexican Grand Prix,conventional,Practice 1,,2015-10-30 00:00:00,Practice 2,,2015-10-30 00:00:00,Practice 3,,2015-10-31 00:00:00,Qualifying,,2015-10-31 00:00:00,Race,,2015-11-01 19:00:00,False
18,Brazil,São Paulo,,2015-11-15 16:00:00,Brazilian Grand Prix,conventional,Practice 1,,2015-11-13 00:00:00,Practice 2,,2015-11-13 00:00:00,Practice 3,,2015-11-14 00:00:00,Qualifying,,2015-11-14 00:00:00,Race,,2015-11-15 16:00:00,False
19,UAE,Abu Dhabi,,2015-11-29 13:00:00,Abu Dhabi Grand Prix,conventional,Practice 1,,2015-11-27 00:00:00,Practice 2,,2015-11-27 00:00:00,Practice 3,,2015-11-28 00:00:00,Qualifying,,2015-11-28 00:00:00,Race,,2015-11-29 13:00:00,False
1,Australia,Melbourne,,2016-03-20 05:00:00,Australian Grand Prix,conventional,Practice 1,,2016-03-18 00:00:00,Practice 2,,2016-03-18 00:00:00,Practice 3,,2016-03-19 00:00:00,Qualifying,,2016-03-19 00:00:00,Race,,2016-03-20 05:00:00,False
2,Bahrain,Sakhir,,2016-04-03 15:00:00,Bahrain Grand Prix,conventional,Practice 1,,2016-04-01 00:00:00,Practice 2,,2016-04-01 00:00:00,Practice 3,,2016-04-02 00:00:00,Qualifying,,2016-04-02 00:00:00,Race,,2016-04-03 15:00:00,False
3,China,Shanghai,,2016-04-17 06:00:00,Chinese Grand Prix,conventional,Practice 1,,2016-04-15 00:00:00,Practice 2,,2016-04-15 00:00:00,Practice 3,,2016-04-16 00:00:00,Qualifying,,2016-04-16 00:00:00,Race,,2016-04-17 06:00:00,False
4,Russia,Sochi,,2016-05-01 12:00:00,Russian Grand Prix,conventional,Practice 1,,2016-04-29 00:00:00,Practice 2,,2016-04-29 00:00:00,Practice 3,,2016-04-30 00:00:00,Qualifying,,2016-04-30 00:00:00,Race,,2016-05-01 12:00:00,False
5,Spain,Montmeló,,2016-05-15 12:00:00,Spanish Grand Prix,conventional,Practice 1,,2016-05-13 00:00:00,Practice 2,,2016-05-13 00:00:00,Practice 3,,2016-05-14 00:00:00,Qualifying,,2016-05-14 00:00:00,Race,,2016-05-15 12:00:00,False
6,Monaco,Monte-Carlo,,2016-05-29 12:00:00,Monaco Grand Prix,conventional,Practice 1,,2016-05-27 00:00:00,Practice 2,,2016-05-27 00:00:00,Practice 3,,2016-05-28 00:00:00,Qualifying,,2016-05-28 00:00:00,Race,,2016-05-29 12:00:00,False
7,Canada,Montreal,,2016-06-12 18:00:00,Canadian Grand Prix,conventional,Practice 1,,2016-06-10 00:00:00,Practice 2,,2016-06-10 00:00:00,Practice 3,,2016-06-11 00:00:00,Qualifying,,2016-06-11 00:00:00,Race,,2016-06-12 18:00:00,False
8,Azerbaijan,Baku,,2016-06-19 13:00:00,European Grand Prix,conventional,Practice 1,,2016-06-17 00:00:00,Practice 2,,2016-06-17 00:00:00,Practice 3,,2016-06-18 00:00:00,Qualifying,,2016-06-18 00:00:00,Race,,2016-06-19 13:00:00,False
9,Austria,Spielberg,,2016-07-03 12:00:00,Austrian Grand Prix,conventional,Practice 1,,2016-07-01 00:00:00,Practice 2,,2016-07-01 00:00:00,Practice 3,,2016-07-02 00:00:00,Qualifying,,2016-07-02 00:00:00,Race,,2016-07-03 12:00:00,False
10,UK,Silverstone,,2016-07-10 12:00:00,British Grand Prix,conventional,Practice 1,,2016-07-08 00:00:00,Practice 2,,2016-07-08 00:00:00,Practice 3,,2016-07-09 00:00:00,Qualifying,,2016-07-09 00:00:00,Race,,2016-07-10 12:00:00,False
11,Hungary,Budapest,,2016-07-24 12:00:00,Hungarian Grand Prix,conventional,Practice 1,,2016-07-22 00:00:00,Practice 2,,2016-07-22 00:00:00,Practice 3,,2016-07-23 00:00:00,Qualifying,,2016-07-23 00:00:00,Race,,2016-07-24 12:00:00,False
12,Germany,Hockenheim,,2016-07-31 12:00:00,German Grand Prix,conventional,Practice 1,,2016-07-29 00:00:00,Practice 2,,2016-07-29 00:00:00,Practice 3,,2016-07-30 00:00:00,Qualifying,,2016-07-30 00:00:00,Race,,2016-07-31 12:00:00,False
13,Belgium,Spa,,2016-08-28 12:00:00,Belgian Grand Prix,conventional,Practice 1,,2016-08-26 00:00:00,Practice 2,,2016-08-26 00:00:00,Practice 3,,2016-08-27 00:00:00,Qualifying,,2016-08-27 00:00:00,Race,,2016-08-28 12:00:00,False
14,Italy,Monza,,2016-09-04 12:00:00,Italian Grand Prix,conventional,Practice 1,,2016-09-02 00:00:00,Practice 2,,2016-09-02 00:00:00,Practice 3,,2016-09-03 00:00:00,Qualifying,,2016-09-03 00:00:00,Race,,2016-09-04 12:00:00,False
15,Singapore,Marina Bay,,2016-09-18 12:00:00,Singapore Grand Prix,conventional,Practice 1,,2016-09-16 00:00:00,Practice 2,,2016-09-16 00:00:00,Practice 3,,2016-09-17 00:00:00,Qualifying,,2016-09-17 00:00:00,Race,,2016-09-18 12:00:00,False
16,Malaysia,Kuala Lumpur,,2016-10-02 07:00:00,Malaysian Grand Prix,conventional,Practice 1,,2016-09-30 00:00:00,Practice 2,,2016-09-30 00:00:00,Practice 3,,2016-10-01 00:00:00,Qualifying,,2016-10-01 00:00:00,Race,,2016-10-02 07:00:00,False
17,Japan,Suzuka,,2016-10-09 05:00:00,Japanese Grand Prix,conventional,Practice 1,,2016-10-07 00:00:00,Practice 2,,2016-10-07 00:00:00,Practice 3,,2016-10-08 00:00:00,Qualifying,,2016-10-08 00:00:00,Race,,2016-10-09 05:00:00,False
18,USA,Austin,,2016-10-23 19:00:00,United States Grand Prix,conventional,Practice 1,,2016-10-21 00:00:00,Practice 2,,2016-10-21 00:00:00,Practice 3,,2016-10-22 00:00:00,Qualifying,,2016-10-22 00:00:00,Race,,2016-10-23 19:00:00,False
19,Mexico,Mexico City,,2016-10-30 19:00:00,Mexican Grand Prix,conventional,Practice 1,,2016-10-28 00:00:00,Practice 2,,2016-10-28 00:00:00,Practice 3,,2016-10-29 00:00:00,Qualifying,,2016-10-29 00:00:00,Race,,2016-10-30 19:00:00,False
20,Brazil,São Paulo,,2016-11-13 16:00:00,Brazilian Grand Prix,conventional,Practice 1,,2016-11-11 00:00:00,Practice 2,,2016-11-11 00:00:00,Practice 3,,2016-11-12 00:00:00,Qualifying,,2016-11-12 00:00:00,Race,,2016-11-13 16:00:00,False
21,UAE,Abu Dhabi,,2016-11-27 13:00:00,Abu Dhabi Grand Prix,conventional,Practice 1,,2016-11-25 00:00:00,Practice 2,,2016-11-25 00:00:00,Practice 3,,2016-11-26 00:00:00,Qualifying,,2016-11-26 00:00:00,Race,,2016-11-27 13:00:00,False
1,Australia,Melbourne,,2017-03-26 05:00:00,Australian Grand Prix,conventional,Practice 1,,2017-03-24 00:00:00,Practice 2,,2017-03-24 00:00:00,Practice 3,,2017-03-25 00:00:00,Qualifying,,2017-03-25 00:00:00,Race,,2017-03-26 05:00:00,False
2,China,Shanghai,,2017-04-09 06:00:00,Chinese Grand Prix,conventional,Practice 1,,2017-04-07 00:00:00,Practice 2,,2017-04-07 00:00:00,Practice 3,,2017-04-08 00:00:00,Qualifying,,2017-04-08 00:00:00,Race,,2017-04-09 06:00:00,False
3,Bahrain,Sakhir,,2017-04-16 15:00:00,Bahrain Grand Prix,conventional,Practice 1,,2017-04-14 00:00:00,Practice 2,,2017-04-14 00:00:00,Practice 3,,2017-04-15 00:00:00,Qualifying,,2017-04-15 00:00:00,Race,,2017-04-16 15:00:00,False
4,Russia,Sochi,,2017-04-30 12:00:00,Russian Grand Prix,conventional,Practice 1,,2017-04-28 00:00:00,Practice 2,,2017-04-28 00:00:00,Practice 3,,2017-04-29 00:00:00,Qualifying,,2017-04-29 00:00:00,Race,,2017-04-30 12:00:00,False
5,Spain,Montmeló,,2017-05-14 12:00:00,Spanish Grand Prix,conventional,Practice 1,,2017-05-12 00:00:00,Practice 2,,2017-05-12 00:00:00,Practice 3,,2017-05-13 00:00:00,Qualifying,,2017-05-13 00:00:00,Race,,2017-05-14 12:00:00,False
6,Monaco,Monte-Carlo,,2017-05-28 12:00:00,Monaco Grand Prix,conventional,Practice 1,,2017-05-26 00:00:00,Practice 2,,2017-05-26 00:00:00,Practice 3,,2017-05-27 00:00:00,Qualifying,,2017-05-27 00:00:00,Race,,2017-05-28 12:00:00,False
7,Canada,Montreal,,2017-06-11 18:00:00,Canadian Grand Prix,conventional,Practice 1,,2017-06-09 00:00:00,Practice 2,,2017-06-09 00:00:00,Practice 3,,2017-06-10 00:00:00,Qualifying,,2017-06-10 00:00:00,Race,,2017-06-11 18:00:00,False
8,Azerbaijan,Baku,,2017-06-25 13:00:00,Azerbaijan Grand Prix,conventional,Practice 1,,2017-06-23 00:00:00,Practice 2,,2017-06-23 00:00:00,Practice 3,,2017-06-24 00:00:00,Qualifying,,2017-06-24 00:00:00,Race,,2017-06-25 13:00:00,False
9,Austria,Spielberg,,2017-07-09 12:00:00,Austrian Grand Prix,conventional,Practice 1,,2017-07-07 00:00:00,Practice 2,,2017-07-07 00:00:00,Practice 3,,2017-07-08 00:00:00,Qualifying,,2017-07-08 00:00:00,Race,,2017-07-09 12:00:00,False
10,UK,Silverstone,,2017-07-16 12:00:00,British Grand Prix,conventional,Practice 1,,2017-07-14 00:00:00,Practice 2,,2017-07-14 00:00:00,Practice 3,,2017-07-15 00:00:00,Qualifying,,2017-07-15 00:00:00,Race,,2017-07-16 12:00:00,False
11,Hungary,Budapest,,2017-07-30 12:00:00,Hungarian Grand Prix,conventional,Practice 1,,2017-07-28 00:00:00,Practice 2,,2017-07-28 00:00:00,Practice 3,,2017-07-29 00:00:00,Qualifying,,2017-07-29 00:00:00,Race,,2017-07-30 12:00:00,False
12,Belgium,Spa,,2017-08-27 12:00:00,Belgian Grand Prix,conventional,Practice 1,,2017-08-25 00:00:00,Practice 2,,2017-08-25 00:00:00,Practice 3,,2017-08-26 00:00:00,Qualifying,,2017-08-26 00:00:00,Race,,2017-08-27 12:00:00,False
13,Italy,Monza,,2017-09-03 12:00:00,Italian Grand Prix,conventional,Practice 1,,2017-09-01 00:00:00,Practice 2,,2017-09-01 00:00:00,Practice 3,,2017-09-02 00:00:00,Qualifying,,2017-09-02 00:00:00,Race,,2017-09-03 12:00:00,False
14,Singapore,Marina Bay,,2017-09-17 12:00:00,Singapore Grand Prix,conventional,Practice 1,,2017-09-15 00:00:00,Practice 2,,2017-09-15 00:00:00,Practice 3,,2017-09-16 00:00:00,Qualifying,,2017-09-16 00:00:00,Race,,2017-09-17 12:00:00,False
15,Malaysia,Kuala Lumpur,,2017-10-01 07:00:00,Malaysian Grand Prix,conventional,Practice 1,,2017-09-29 00:00:00,Practice 2,,2017-09-29 00:00:00,Practice 3,,2017-09-30 00:00:00,Qualifying,,2017-09-30 00:00:00,Race,,2017-10-01 07:00:00,False
16,Japan,Suzuka,,2017-10-08 05:00:00,Japanese Grand Prix,conventional,Practice 1,,2017-10-06 00:00:00,Practice 2,,2017-10-06 00:00:00,Practice 3,,2017-10-07 00:00:00,Qualifying,,2017-10-07 00:00:00,Race,,2017-10-08 05:00:00,False
17,USA,Austin,,2017-10-22 19:00:00,United States Grand Prix,conventional,Practice 1,,2017-10-20 00:00:00,Practice 2,,2017-10-20 00:00:00,Practice 3,,2017-10-21 00:00:00,Qualifying,,2017-10-21 00:00:00,Race,,2017-10-22 19:00:00,False
18,Mexico,Mexico City,,2017-10-29 19:00:00,Mexican Grand Prix,conventional,Practice 1,,2017-10-27 00:00:00,Practice 2,,2017-10-27 00:00:00,Practice 3,,2017-10-28 00:00:00,Qualifying,,2017-10-28 00:00:00,Race,,2017-10-29 19:00:00,False
19,Brazil,São Paulo,,2017-11-12 16:00:00,Brazilian Grand Prix,conventional,Practice 1,,2017-11-10 00:00:00,Practice 2,,2017-11-10 00:00:00,Practice 3,,2017-11-11 00:00:00,Qualifying,,2017-11-11 00:00:00,Race,,2017-11-12 16:00:00,False
20,UAE,Abu Dhabi,,2017-11-26 13:00:00,Abu Dhabi Grand Prix,conventional,Practice 1,,2017-11-24 00:00:00,Practice 2,,2017-11-24 00:00:00,Practice 3,,2017-11-25 00:00:00,Qualifying,,2017-11-25 00:00:00,Race,,2017-11-26 13:00:00,False
1,Australia,Melbourne,FORMULA 1 2018 ROLEX AUSTRALIAN GRAND PRIX,2018-03-25 00:00:00,Australian Grand Prix,conventional,Practice 1,2018-03-23 12:00:00+11:00,2018-03-23 01:00:00,Practice 2,2018-03-23 16:00:00+11:00,2018-03-23 05:00:00,Practice 3,2018-03-24 14:00:00+11:00,2018-03-24 03:00:00,Qualifying,2018-03-24 17:00:00+11:00,2018-03-24 06:00:00,Race,2018-03-25 16:10:00+11:00,2018-03-25 05:10:00,True
2,Bahrain,Sakhir,FORMULA 1 2018 GULF AIR BAHRAIN GRAND PRIX,2018-04-08 00:00:00,Bahrain Grand Prix,conventional,Practice 1,2018-04-06 14:00:00+03:00,2018-04-06 11:00:00,Practice 2,2018-04-06 18:00:00+03:00,2018-04-06 15:00:00,Practice 3,2018-04-07 15:00:00+03:00,2018-04-07 12:00:00,Qualifying,2018-04-07 18:00:00+03:00,2018-04-07 15:00:00,Race,2018-04-08 18:10:00+03:00,2018-04-08 15:10:00,True
3,China,Shanghai,FORMULA 1 2018 HEINEKEN CHINESE GRAND PRIX,2018-04-15 00:00:00,Chinese Grand Prix,conventional,Practice 1,2018-04-13 10:00:00+08:00,2018-04-13 02:00:00,Practice 2,2018-04-13 14:00:00+08:00,2018-04-13 06:00:00,Practice 3,2018-04-14 11:00:00+08:00,2018-04-14 03:00:00,Qualifying,2018-04-14 14:00:00+08:00,2018-04-14 06:00:00,Race,2018-04-15 14:10:00+08:00,2018-04-15 06:10:00,True
4,Azerbaijan,Baku,FORMULA 1 2018 AZERBAIJAN GRAND PRIX,2018-04-29 00:00:00,Azerbaijan Grand Prix,conventional,Practice 1,2018-04-27 13:00:00+04:00,2018-04-27 09:00:00,Practice 2,2018-04-27 17:00:00+04:00,2018-04-27 13:00:00,Practice 3,2018-04-28 14:00:00+04:00,2018-04-28 10:00:00,Qualifying,2018-04-28 17:00:00+04:00,2018-04-28 13:00:00,Race,2018-04-29 16:10:00+04:00,2018-04-29 12:10:00,True
5,Spain,Barcelona,FORMULA 1 GRAN PREMIO DE ESPAÑA EMIRATES 2018,2018-05-13 00:00:00,Spanish Grand Prix,conventional,Practice 1,2018-05-11 11:00:00+02:00,2018-05-11 09:00:00,Practice 2,2018-05-11 15:00:00+02:00,2018-05-11 13:00:00,Practice 3,2018-05-12 12:00:00+02:00,2018-05-12 10:00:00,Qualifying,2018-05-12 15:00:00+02:00,2018-05-12 13:00:00,Race,2018-05-13 15:10:00+02:00,2018-05-13 13:10:00,True
6,Monaco,Monte Carlo,FORMULA 1 GRAND PRIX DE MONACO 2018,2018-05-27 00:00:00,Monaco Grand Prix,conventional,Practice 1,2018-05-24 11:00:00+02:00,2018-05-24 09:00:00,Practice 2,2018-05-24 15:00:00+02:00,2018-05-24 13:00:00,Practice 3,2018-05-26 12:00:00+02:00,2018-05-26 10:00:00,Qualifying,2018-05-26 15:00:00+02:00,2018-05-26 13:00:00,Race,2018-05-27 15:10:00+02:00,2018-05-27 13:10:00,True
7,Canada,Montréal,FORMULA 1 GRAND PRIX HEINEKEN DU CANADA 2018,2018-06-10 00:00:00,Canadian Grand Prix,conventional,Practice 1,2018-06-08 10:00:00-04:00,2018-06-08 14:00:00,Practice 2,2018-06-08 14:00:00-04:00,2018-06-08 18:00:00,Practice 3,2018-06-09 11:00:00-04:00,2018-06-09 15:00:00,Qualifying,2018-06-09 14:00:00-04:00,2018-06-09 18:00:00,Race,2018-06-10 14:10:00-04:00,2018-06-10 18:10:00,True
